id_usuario,home,pesquisou_produto,visualizou_detalhes,acessou_faq,acessou_ofertas,adicionou_carrinho,finalizou_compra,codigo_compra,valor_total
USR1290666,0,1,0,1,1,1,0,,
USR1290667,1,1,0,1,0,1,0,,
USR1290668,1,1,1,0,0,1,1,CMP160058,3504.5
USR1290669,1,0,1,0,0,0,0,,
USR1290670,1,1,1,0,0,1,0,,
USR1290671,1,0,0,1,1,0,0,,
,1,0,1,0,0,0,0,,
USR1290673,1,1,0,0,0,1,0,,
USR1290674,1,0,1,0,0,1,0,,
USR1290675,1,0,1,1,0,1,0,,
USR1290676,1,0,0,1,0,0,0,,
USR1290677,1,0,1,0,0,1,0,,
USR1290678,1,0,0,0,1,1,0,,
USR1290679,1,0,1,1,0,1,0,,
USR1290680,1,0,0,1,0,0,0,,
USR1290681,1,0,0,1,0,0,0,,
USR1290682,1,0,1,0,0,0,0,,
USR1290683,1,1,0,1,0,1,0,,
USR1290684,1,1,0,1,0,1,0,,
USR1290685,1,0,0,1,0,0,0,,
USR1290686,1,1,0,0,0,1,0,,
USR1290687,1,0,0,0,0,0,0,,
USR1290688,1,0,0,1,0,0,0,,
USR1290689,1,1,1,0,0,1,0,,
USR1290690,1,1,0,1,0,1,0,,
USR1290691,1,0,0,1,0,0,0,,
USR1290692,1,1,1,1,0,1,0,,
USR1290693,1,1,1,0,0,0,0,,
USR1290694,1,1,1,0,0,1,1,CMP124869,613.52
USR1290695,1,1,0,1,0,0,0,,
USR1290696,1,0,1,1,0,1,0,,
USR1290697,1,1,1,0,0,1,1,CMP157731,3252.79
USR1290698,1,1,0,0,1,1,0,,
USR1290699,1,1,0,1,0,1,0,,
USR1290700,1,0,1,0,0,0,0,,
USR1290701,1,0,1,0,0,0,0,,
USR1290702,0,1,1,1,1,0,0,,
USR1290703,1,1,1,1,0,0,0,,
USR1290704,1,0,0,1,0,0,0,,
USR1290705,1,0,1,1,0,0,0,,
USR1290706,1,0,1,0,0,1,0,,
USR1290707,1,0,1,0,1,0,0,,
USR1290708,1,0,0,1,0,0,0,,
USR1290709,1,1,1,1,0,0,0,,
USR1290710,1,1,1,0,1,0,0,,
USR1290711,1,0,0,1,0,0,0,,
USR1290712,1,0,1,1,0,1,0,,
USR1290713,1,1,0,0,0,0,0,,
USR1290714,1,1,1,1,0,0,0,,
USR1290715,1,1,1,0,0,1,0,,
USR1290716,1,0,1,1,1,1,0,,
USR1290717,0,1,1,1,1,1,0,,
USR1290718,1,1,0,1,0,0,0,,
USR1290719,0,1,1,0,1,1,0,,
USR1290720,1,0,1,1,0,1,0,,
USR1290721,1,1,0,0,0,1,0,,
USR1290722,1,0,1,0,0,0,0,,
USR1290723,1,1,0,0,0,0,0,,
USR1290724,1,0,0,0,0,0,0,,
USR1290725,1,0,0,1,0,0,0,,
USR1290726,1,0,1,0,0,1,0,,
USR1290727,1,0,1,0,0,1,0,,
USR1290728,0,1,0,0,0,1,0,,
USR1290729,1,1,1,0,0,0,0,,
USR1290730,1,0,0,1,0,0,0,,
USR1290731,1,0,1,1,0,1,0,,
USR1290732,1,0,0,0,0,0,0,,
USR1290733,1,0,1,0,0,0,0,,
USR1290734,1,1,1,0,0,1,0,,
USR1290735,0,1,0,1,1,1,0,,
USR1290736,1,0,0,0,1,0,0,,
USR1290737,1,1,1,1,1,1,0,,
USR1290738,1,0,0,1,0,0,0,,
USR1290739,1,0,1,0,0,1,0,,
,1,1,1,0,0,0,0,,
USR1290741,1,0,1,0,0,1,1,CMP206622,2108.83
USR1290742,1,1,0,0,1,1,0,,
USR1290743,1,1,0,0,0,0,0,,
USR1290744,1,1,1,1,0,1,0,,
USR1290745,1,1,1,0,0,0,0,,
USR1290746,1,1,0,0,0,1,0,,
USR1290747,1,1,1,0,0,0,0,,
USR1290748,0,0,1,0,1,1,0,,
USR1290749,1,1,1,0,0,0,0,,
USR1290750,1,1,1,0,0,0,0,,
USR1290751,1,1,0,1,0,1,0,,
USR1290752,1,1,1,0,0,1,1,CMP113451,4582.95
USR1290753,1,0,1,0,1,1,0,,
USR1290754,1,0,0,1,0,0,0,,
USR1290755,1,0,0,0,0,0,0,,
USR1290756,1,1,1,0,0,0,0,,
USR1290757,0,1,1,1,0,0,0,,
USR1290758,1,1,0,1,1,1,0,,
USR1290759,1,0,1,0,0,1,0,,
USR1290760,1,0,0,1,0,0,0,,
USR1290761,1,1,0,0,0,1,0,,
USR1290762,0,0,0,0,1,1,0,,
USR1290763,1,1,0,1,0,1,0,,
USR1290764,1,1,0,0,0,1,0,,
USR1290765,1,0,0,1,0,0,0,,
USR1290766,1,1,1,0,0,1,1,CMP213637,3996.23
USR1290767,1,1,1,0,0,1,0,,
USR1290768,1,0,0,0,1,0,0,,
USR1290769,1,1,1,1,0,0,0,,
USR1290770,1,1,1,0,0,1,0,,
USR1290771,1,1,0,1,1,0,0,,
,1,0,1,0,0,0,0,,
USR1290773,1,0,1,0,1,0,0,,
USR1290774,1,0,1,1,0,1,0,,
USR1290775,1,0,0,0,0,0,0,,
USR1290776,1,0,1,1,0,1,0,,
USR1290777,1,0,0,1,1,1,0,,
USR1290778,1,1,1,0,1,0,0,,
USR1290779,1,1,1,0,1,1,0,,
USR1290780,1,1,0,1,1,1,0,,
USR1290781,1,1,1,1,0,1,0,,
USR1290782,0,0,0,0,1,0,0,,
USR1290783,0,0,1,1,0,1,0,,
USR1290784,1,1,0,1,1,0,0,,
USR1290785,1,0,0,1,0,0,0,,
USR1290786,1,1,0,1,0,1,0,,
USR1290787,1,0,1,0,0,0,0,,
USR1290788,1,0,0,0,0,0,0,,
USR1290789,1,1,1,0,0,1,0,,
USR1290790,1,0,0,0,0,0,0,,
USR1290791,1,1,1,1,0,1,0,,
USR1290792,0,0,1,1,0,0,0,,
USR1290793,1,1,0,0,0,0,0,,
USR1290794,1,1,0,1,1,0,0,,
USR1290795,1,0,0,1,0,0,0,,
USR1290796,1,0,1,0,0,1,0,,
USR1290797,1,1,0,0,1,1,0,,
USR1290798,1,1,1,0,0,1,1,CMP126615,4497.62
USR1290799,1,0,1,1,0,0,0,,
USR1290800,1,1,1,0,0,1,1,CMP117271,2632.86
USR1290801,1,1,1,1,0,0,0,,
USR1290802,1,1,1,1,0,1,0,,
USR1290803,1,1,0,0,0,1,0,,
USR1290804,1,1,0,0,0,0,0,,
USR1290805,1,0,0,1,0,0,0,,
USR1290806,1,0,1,0,0,0,0,,
USR1290807,1,1,1,1,0,1,0,,
USR1290808,1,0,0,1,1,0,0,,
USR1290809,1,0,1,0,0,1,0,,
USR1290810,1,1,1,0,0,1,1,CMP151690,3882.28
USR1290811,1,1,0,0,0,0,0,,
USR1290812,1,1,1,0,1,1,0,,
USR1290813,1,1,0,1,0,0,0,,
USR1290814,1,1,0,0,0,1,0,,
USR1290815,1,1,1,0,1,1,0,,
USR1290816,1,0,0,0,1,1,0,,
USR1290817,1,0,0,1,0,0,0,,
USR1290818,1,0,0,1,0,0,0,,
USR1290819,0,1,0,1,1,1,0,,
USR1290820,1,1,1,0,0,1,0,,
USR1290821,0,1,1,1,1,1,0,,
USR1290822,1,0,1,0,0,0,0,,
USR1290823,1,0,1,0,0,1,0,,
USR1290824,1,0,1,1,0,0,0,,
USR1290825,1,1,0,0,1,0,0,,
USR1290826,1,0,1,1,0,1,0,,
USR1290827,1,1,1,1,0,0,0,,
USR1290828,1,0,1,1,0,0,0,,
USR1290829,1,0,0,1,1,0,0,,
USR1290830,1,1,1,0,0,1,0,,
USR1290831,1,1,1,1,0,1,0,,
USR1290832,1,0,1,0,0,0,0,,
USR1290833,0,0,0,0,0,0,0,,
USR1290834,1,1,1,1,0,1,0,,
USR1290835,1,1,1,0,0,1,1,CMP104108,2871.26
USR1290836,1,1,1,1,0,0,0,,
USR1290837,1,0,1,0,0,0,0,,
USR1290838,1,0,1,1,1,0,0,,
USR1290839,1,1,0,1,1,0,0,,
USR1290840,1,1,0,0,0,0,0,,
USR1290841,1,1,0,1,0,1,0,,
USR1290842,1,0,0,0,1,0,0,,
USR1290843,1,0,1,1,0,1,0,,
,1,0,1,0,1,0,0,,
USR1290845,1,1,1,0,0,1,0,,
USR1290846,1,0,0,0,0,0,0,,
USR1290847,1,0,1,1,0,0,0,,
USR1290848,1,1,1,0,1,0,0,,
USR1290849,1,0,0,1,1,1,0,,
USR1290850,1,0,0,0,0,0,0,,
USR1290851,1,0,1,1,0,0,0,,
USR1290852,1,1,0,1,0,1,0,,
USR1290853,1,0,1,1,0,1,0,,
USR1290854,1,1,1,0,0,0,0,,
USR1290855,1,1,0,0,0,0,0,,
USR1290856,1,0,1,1,0,0,0,,
USR1290857,1,1,1,1,0,1,0,,
USR1290858,1,0,1,0,0,0,0,,
USR1290859,1,0,0,1,0,0,0,,
USR1290860,1,0,1,1,0,1,0,,
USR1290861,1,1,0,1,0,1,0,,
USR1290862,1,1,0,1,1,1,0,,
USR1290863,1,0,1,1,1,1,0,,
USR1290864,1,1,0,1,0,1,0,,
USR1290865,1,1,0,1,0,1,0,,
USR1290866,1,0,1,1,0,0,0,,
USR1290867,1,1,0,1,0,1,0,,
USR1290868,0,1,0,0,1,1,0,,
USR1290869,1,0,1,0,0,1,0,,
USR1290870,1,0,0,1,0,0,0,,
USR1290871,1,0,1,0,0,0,0,,
USR1290872,1,0,1,1,0,0,0,,
USR1290873,1,0,1,0,0,0,0,,
USR1290874,0,1,0,1,1,1,0,,
USR1290875,1,1,1,0,1,1,0,,
USR1290876,0,1,1,0,1,0,0,,
USR1290877,1,1,0,0,0,0,0,,
USR1290878,1,1,1,0,0,1,1,CMP117892,1015.02
USR1290879,1,1,1,0,0,1,0,,
USR1290880,1,1,0,1,0,1,0,,
USR1290881,1,0,0,1,0,0,0,,
USR1290882,1,0,0,0,0,0,0,,
USR1290883,1,1,0,1,1,1,0,,
USR1290884,0,0,1,1,1,0,0,,
USR1290885,1,0,1,1,0,1,0,,
USR1290886,1,0,1,0,0,0,0,,
USR1290887,1,0,0,0,0,0,0,,
USR1290888,1,0,0,1,0,0,0,,
USR1290889,1,0,1,0,0,1,0,,
USR1290890,1,1,0,1,0,0,0,,
USR1290891,1,0,1,1,1,1,0,,
USR1290892,1,1,1,0,0,1,1,CMP147933,4327.88
USR1290893,1,0,1,0,1,1,0,,
USR1290894,1,0,0,1,1,0,0,,
USR1290895,1,0,0,1,0,0,0,,
USR1290896,1,1,0,1,0,0,0,,
USR1290897,1,0,0,0,0,0,0,,
USR1290898,1,1,1,0,0,1,1,CMP110589,4498.21
USR1290899,1,0,0,1,0,0,0,,
USR1290900,1,0,1,1,0,1,0,,
USR1290901,1,1,1,0,0,0,0,,
USR1290902,1,0,1,0,0,0,0,,
USR1290903,1,1,1,0,1,1,0,,
USR1290904,1,0,0,0,0,0,0,,
USR1290905,1,1,0,0,0,1,0,,
USR1290906,1,1,1,0,0,1,0,,
USR1290907,1,1,1,0,0,1,0,,
USR1290908,1,0,1,0,0,0,0,,
USR1290909,1,0,1,0,0,1,0,,
USR1290910,1,1,1,0,0,0,0,,
USR1290911,1,1,1,1,0,1,0,,
USR1290912,0,1,1,1,1,0,0,,
USR1290913,0,0,1,0,1,1,0,,
USR1290914,1,1,1,1,0,0,0,,
USR1290915,1,1,0,0,1,1,0,,
USR1290916,1,0,0,0,1,0,0,,
USR1290917,1,0,1,0,0,0,0,,
USR1290918,1,0,1,0,0,1,0,,
USR1290919,1,1,1,1,1,1,0,,
USR1290920,1,0,0,1,0,0,0,,
USR1290921,1,1,1,1,0,1,0,,
USR1290922,1,0,0,1,0,0,0,,
USR1290923,1,1,1,0,0,1,1,CMP110777,4354.84
USR1290924,1,1,1,0,0,1,1,CMP114188,4585.21
USR1290925,1,1,0,0,0,0,0,,
USR1290926,1,1,1,0,0,1,1,CMP209986,2523.27
USR1290927,1,1,0,1,0,0,0,,
USR1290928,1,1,0,1,0,1,0,,
USR1290929,1,1,1,1,0,0,0,,
USR1290930,1,1,1,0,0,1,0,,
USR1290931,1,0,1,1,0,1,1,CMP206031,2716.84
USR1290932,1,0,1,1,0,1,0,,
USR1290933,1,0,1,1,0,0,0,,
USR1290934,1,0,1,1,0,0,0,,
,1,1,1,0,0,1,1,CMP155563,752.44
USR1290936,1,0,0,0,1,0,0,,
USR1290937,1,1,1,0,0,1,0,,
USR1290938,1,0,0,0,0,0,0,,
USR1290939,1,1,1,0,0,1,1,CMP143865,3175.06
USR1290940,1,1,1,0,0,1,0,,
USR1290941,0,1,1,1,0,0,0,,
USR1290942,1,0,0,0,0,0,0,,
USR1290943,1,0,0,0,0,0,0,,
USR1290944,1,0,0,1,1,0,0,,
USR1290945,1,1,1,1,0,0,0,,
USR1290946,1,1,1,1,0,1,0,,
USR1290947,1,0,1,1,0,0,0,,
USR1290948,1,0,1,1,0,1,0,,
USR1290949,1,1,1,0,0,1,0,,
USR1290950,1,1,0,1,0,0,0,,
USR1290951,1,0,1,0,0,1,1,CMP207859,797.35
USR1290952,1,1,1,0,0,1,0,,
USR1290953,1,0,1,0,0,1,0,,
USR1290954,1,1,0,0,0,1,0,,
USR1290955,1,1,0,1,0,1,0,,
USR1290956,1,0,0,1,0,0,0,,
USR1290957,1,0,1,1,1,1,0,,
USR1290958,1,0,0,0,0,0,0,,
USR1290959,1,1,1,1,0,1,0,,
USR1290960,1,1,1,0,0,0,0,,
USR1290961,1,0,0,1,0,0,0,,
USR1290962,1,0,1,0,0,1,0,,
USR1290963,1,1,1,0,0,1,1,CMP201385,501.48
USR1290964,1,0,0,0,0,0,0,,
USR1290965,1,1,1,0,0,1,1,CMP141897,1433.24
USR1290966,1,1,0,0,0,1,0,,
USR1290967,1,0,1,0,0,1,0,,
USR1290968,1,0,0,0,0,0,0,,
USR1290969,1,1,1,1,0,1,0,,
USR1290970,1,1,1,1,0,1,0,,
USR1290971,1,1,0,1,1,1,0,,
USR1290972,1,1,1,1,1,0,0,,
USR1290973,1,1,0,0,1,0,0,,
USR1290974,1,1,0,1,0,0,0,,
USR1290975,1,1,1,0,1,1,0,,
USR1290976,0,1,0,1,1,0,0,,
USR1290977,1,1,1,1,0,0,0,,
USR1290978,1,0,0,1,0,0,0,,
USR1290979,1,1,0,0,0,0,0,,
USR1290980,1,0,0,0,0,0,0,,
USR1290981,1,0,0,1,0,0,0,,
USR1290982,1,0,1,1,1,0,0,,
USR1290983,1,1,1,0,0,1,1,CMP130507,399.75
USR1290984,1,0,1,0,0,0,0,,
USR1290985,1,0,1,1,0,1,0,,
USR1290986,1,0,1,0,1,0,0,,
USR1290987,1,1,1,1,0,1,0,,
USR1290988,1,1,0,0,0,1,0,,
USR1290989,1,1,1,0,1,0,0,,
USR1290990,1,0,0,1,0,0,0,,
USR1290991,1,0,1,0,1,0,0,,
USR1290992,1,0,1,0,1,0,0,,
USR1290993,1,1,1,0,0,0,0,,
USR1290994,1,0,0,1,0,0,0,,
USR1290995,1,1,1,1,0,0,0,,
USR1290996,1,0,1,1,0,1,0,,
USR1290997,1,1,1,0,0,1,1,CMP125063,3258.34
USR1290998,1,1,1,0,0,1,1,CMP121858,3470.56
USR1290999,1,0,0,0,0,0,0,,
USR1291000,1,0,0,1,0,0,0,,
USR1291001,0,1,0,1,1,0,0,,
USR1291002,1,1,1,0,1,0,0,,
USR1291003,1,0,1,1,0,1,0,,
USR1291004,1,1,1,0,0,1,1,CMP125943,4538.98
USR1291005,1,0,1,0,0,1,0,,
USR1291006,1,0,1,1,0,1,0,,
USR1291007,1,0,0,1,0,0,0,,
USR1291008,1,1,0,1,0,0,0,,
USR1291009,1,1,0,0,0,0,0,,
USR1291010,0,1,1,1,1,1,0,,
USR1291011,1,1,0,0,0,0,0,,
USR1291012,1,1,1,0,0,0,0,,
USR1291013,1,0,1,0,1,0,0,,
USR1291014,1,1,0,0,0,1,0,,
USR1291015,1,1,0,0,0,1,0,,
USR1291016,1,0,0,1,0,0,0,,
USR1291017,1,1,1,0,0,1,0,,
USR1291018,1,1,0,1,1,1,0,,
USR1291019,1,0,0,1,1,0,0,,
USR1291020,1,0,0,0,0,0,0,,
USR1291021,1,0,0,1,0,0,0,,
USR1291022,1,0,0,1,0,0,0,,
USR1291023,1,0,1,0,0,0,0,,
USR1291024,1,0,0,1,0,0,0,,
USR1291025,1,1,0,0,0,1,0,,
USR1291026,1,0,1,1,0,0,0,,
USR1291027,1,1,0,0,0,0,0,,
USR1291028,1,1,0,1,1,0,0,,
USR1291029,1,1,1,0,0,0,0,,
USR1291030,1,0,1,0,0,1,0,,
USR1291031,1,1,1,0,0,1,1,CMP132898,3278.21
USR1291032,1,1,1,1,0,0,0,,
USR1291033,1,1,0,0,0,1,0,,
USR1291034,0,0,0,0,0,0,0,,
USR1291035,1,1,0,0,0,1,0,,
USR1291036,1,1,1,0,1,0,0,,
USR1291037,0,0,0,1,1,0,0,,
USR1291038,1,1,0,0,0,1,0,,
USR1291039,1,1,0,1,0,0,0,,
USR1291040,1,0,1,0,0,0,0,,
USR1291041,1,0,1,1,0,1,0,,
USR1291042,1,1,1,1,0,1,0,,
USR1291043,1,0,0,1,0,0,0,,
USR1291044,1,1,1,0,0,1,0,,
USR1291045,1,0,0,1,0,0,0,,
USR1291046,1,1,1,0,0,1,1,CMP154910,2156.71
USR1291047,1,1,1,1,0,1,0,,
USR1291048,1,1,1,1,0,1,0,,
USR1291049,1,1,0,0,1,1,0,,
USR1291050,1,0,0,0,1,1,0,,
USR1291051,1,1,1,0,0,1,0,,
USR1291052,1,0,0,1,0,0,0,,
USR1291053,1,0,1,0,1,0,0,,
USR1291054,1,0,0,0,0,0,0,,
USR1291055,1,0,1,1,0,0,0,,
USR1291056,1,1,1,1,0,0,0,,
USR1291057,0,0,0,1,1,1,0,,
USR1291058,1,0,0,0,0,0,0,,
USR1291059,1,1,0,0,1,0,0,,
USR1291060,1,1,1,0,0,1,1,CMP116476,574.21
USR1291061,1,1,0,1,0,1,0,,
USR1291062,1,0,1,1,0,1,0,,
USR1291063,1,1,1,1,0,1,0,,
USR1291064,0,0,0,1,1,1,0,,
USR1291065,0,0,0,1,1,0,0,,
USR1291066,1,1,1,1,0,0,0,,
USR1291067,1,1,1,0,0,1,0,,
USR1291068,1,1,1,0,0,1,0,,
USR1291069,1,1,1,0,1,0,0,,
USR1291070,1,0,1,1,0,0,0,,
USR1291071,1,1,0,1,0,1,0,,
USR1291072,1,1,0,1,1,1,0,,
,1,0,0,0,0,0,0,,
USR1291074,1,0,1,1,0,1,0,,
USR1291075,1,0,0,1,0,0,0,,
USR1291076,1,1,0,0,0,1,0,,
USR1291077,1,0,0,0,0,0,0,,
USR1291078,1,1,0,0,1,0,0,,
USR1291079,1,0,0,0,0,0,0,,
USR1291080,1,1,1,1,1,0,0,,
USR1291081,1,1,1,1,0,0,0,,
USR1291082,1,0,0,1,0,0,0,,
USR1291083,1,1,1,0,0,1,1,CMP200370,3756.97
USR1291084,1,0,1,0,0,1,0,,
USR1291085,1,1,1,0,0,0,0,,
USR1291086,1,0,0,1,0,0,0,,
USR1291087,1,0,1,1,0,1,0,,
USR1291088,1,1,1,0,0,1,0,,
USR1291089,1,0,0,1,0,0,0,,
USR1291090,1,0,1,1,0,1,0,,
USR1291091,1,0,0,0,1,0,0,,
USR1291092,1,0,0,0,0,0,0,,
USR1291093,1,1,1,0,1,1,0,,
USR1291094,1,1,1,0,0,1,1,CMP153486,4608.63
USR1291095,1,0,0,1,0,0,0,,
USR1291096,1,1,0,0,0,1,0,,
USR1291097,1,1,0,1,0,1,0,,
USR1291098,1,1,1,1,1,0,0,,
USR1291099,0,1,0,0,1,0,0,,
USR1291100,1,0,1,0,0,0,0,,
USR1291101,1,1,0,0,0,1,0,,
USR1291102,1,1,1,0,1,1,0,,
USR1291103,1,1,0,0,0,1,0,,
USR1291104,1,1,1,0,0,1,0,,
USR1291105,1,1,1,0,0,1,1,CMP147000,4394.02
USR1291106,1,0,0,1,0,0,0,,
USR1291107,1,0,0,1,1,1,0,,
USR1291108,0,1,1,0,0,1,0,,
USR1291109,1,1,0,1,1,1,0,,
USR1291110,1,0,1,1,0,0,0,,
USR1291111,1,1,0,0,0,1,0,,
USR1291112,1,0,0,1,0,0,0,,
USR1291113,1,1,1,1,0,1,0,,
USR1291114,1,0,1,0,0,0,0,,
USR1291115,1,1,1,1,0,0,0,,
USR1291116,1,1,1,0,1,1,0,,
USR1291117,1,1,0,1,0,1,0,,
USR1291118,1,1,0,1,0,1,0,,
USR1291119,1,1,1,0,0,1,0,,
USR1291120,1,0,0,1,0,0,0,,
USR1291121,1,0,0,1,0,0,0,,
USR1291122,1,1,1,0,0,1,0,,
USR1291123,1,1,1,1,1,0,0,,
USR1291124,1,0,0,1,1,0,0,,
USR1291125,1,0,0,1,0,0,0,,
USR1291126,1,0,0,0,0,0,0,,
USR1291127,1,1,0,1,0,1,0,,
USR1291128,1,1,0,1,0,0,0,,
USR1291129,1,0,1,0,1,1,0,,
USR1291130,1,1,0,1,0,0,0,,
USR1291131,1,0,1,0,1,0,0,,
USR1291132,1,0,1,1,1,1,0,,
USR1291133,1,1,1,0,0,1,1,CMP203356,1977.58
USR1291134,1,1,0,0,0,0,0,,
USR1291135,1,0,0,1,0,0,0,,
USR1291136,1,0,0,0,0,0,0,,
USR1291137,1,1,1,0,0,0,0,,
USR1291138,1,1,0,1,0,1,0,,
USR1291139,1,0,0,0,0,0,0,,
USR1291140,1,1,1,0,0,0,0,,
USR1291141,1,0,0,1,0,0,0,,
USR1291142,0,0,1,1,1,0,0,,
USR1291143,1,0,1,0,0,0,0,,
USR1291144,1,0,0,1,1,0,0,,
USR1291145,1,1,1,1,0,0,0,,
USR1291146,1,1,0,1,0,0,0,,
USR1291147,0,0,1,0,0,1,0,,
USR1291148,1,1,0,1,1,1,0,,
USR1291149,1,0,1,0,0,0,0,,
USR1291150,1,1,0,1,0,1,0,,
USR1291151,1,0,1,1,0,0,0,,
USR1291152,0,1,1,1,0,1,0,,
USR1291153,1,1,1,1,0,0,0,,
USR1291154,1,0,1,0,0,0,0,,
USR1291155,1,0,1,1,0,0,0,,
USR1291156,1,0,1,1,1,0,0,,
USR1291157,1,1,0,1,1,0,0,,
USR1291158,1,0,0,1,0,0,0,,
USR1291159,1,1,1,0,0,1,0,,
USR1291160,0,1,0,0,1,1,0,,
USR1291161,1,1,1,0,0,1,1,CMP149735,1996.01
USR1291162,1,0,1,0,0,1,0,,
USR1291163,0,0,1,1,1,0,0,,
USR1291164,1,1,1,0,1,0,0,,
USR1291165,1,1,0,1,1,0,0,,
USR1291166,1,1,1,0,0,1,0,,
USR1291167,1,0,0,0,0,0,0,,
USR1291168,1,0,0,0,0,0,0,,
USR1291169,1,1,1,0,1,0,0,,
USR1291170,1,0,1,0,0,0,0,,
USR1291171,1,0,1,1,1,1,0,,
USR1291172,1,1,0,0,0,1,0,,
USR1291173,1,1,1,0,0,1,0,,
USR1291174,1,1,1,1,0,1,0,,
USR1291175,1,0,1,0,1,1,0,,
USR1291176,1,0,0,0,0,0,0,,
USR1291177,1,1,1,0,0,1,1,CMP137120,3208.33
USR1291178,1,0,1,1,1,0,0,,
USR1291179,0,1,0,1,0,1,0,,
USR1291180,1,0,1,0,1,1,0,,
USR1291181,1,1,0,1,1,0,0,,
USR1291182,1,1,1,0,0,1,0,,
USR1291183,1,0,1,1,0,0,0,,
USR1291184,1,0,0,0,0,0,0,,
USR1291185,1,1,1,1,1,1,0,,
USR1291186,1,1,1,1,0,1,0,,
USR1291187,1,1,1,0,0,1,0,,
USR1291188,1,1,1,1,0,0,0,,
USR1291189,1,1,1,0,0,1,1,CMP135515,3978.23
USR1291190,1,0,1,0,0,1,0,,
USR1291191,1,0,1,1,0,1,0,,
USR1291192,1,0,0,1,0,0,0,,
USR1291193,1,0,1,1,0,0,0,,
USR1291194,1,1,0,1,0,0,0,,
USR1291195,1,1,1,0,0,1,1,CMP146820,2415.65
USR1291196,1,0,1,0,0,1,1,CMP203000,1669.94
USR1291197,1,1,1,0,0,1,1,CMP122195,2935.05
USR1291198,1,1,1,1,0,0,0,,
USR1291199,1,0,1,1,1,1,0,,
USR1291200,1,0,1,0,0,0,0,,
USR1291201,1,1,1,0,0,1,0,,
USR1291202,1,1,1,0,0,0,0,,
USR1291203,1,0,0,0,1,1,0,,
USR1291204,1,1,1,0,0,0,0,,
USR1291205,1,1,0,1,0,1,0,,
USR1291206,1,0,0,0,1,0,0,,
USR1291207,1,1,0,1,0,0,0,,
USR1291208,1,1,0,1,1,1,0,,
USR1291209,1,1,1,0,0,1,0,,
USR1291210,1,1,0,0,0,1,0,,
USR1291211,1,0,0,1,0,0,0,,
USR1291212,1,0,0,1,0,0,0,,
USR1291213,1,1,0,0,0,0,0,,
USR1291214,1,0,0,0,0,0,0,,
USR1291215,0,1,1,0,0,0,0,,
USR1291216,1,1,1,0,1,0,0,,
USR1291217,1,1,0,0,0,1,0,,
USR1291218,1,1,0,1,0,1,0,,
USR1291219,0,0,1,0,0,0,0,,
USR1291220,1,0,0,1,1,0,0,,
USR1291221,1,0,0,1,0,0,0,,
USR1291222,1,1,1,0,0,1,1,CMP103257,2873.05
USR1291223,1,1,1,0,0,1,1,CMP121496,2754.13
USR1291224,1,1,0,0,0,1,0,,
USR1291225,1,1,0,1,0,0,0,,
USR1291226,1,0,1,1,0,1,0,,
USR1291227,1,1,1,0,0,1,0,,
USR1291228,1,0,0,1,0,0,0,,
USR1291229,1,0,1,0,0,1,0,,
USR1291230,1,0,0,1,0,0,0,,
USR1291231,0,0,1,0,0,0,0,,
USR1291232,1,0,1,1,0,1,0,,
USR1291233,1,1,1,0,0,1,1,CMP139235,2530.42
USR1291234,1,0,1,0,1,1,0,,
USR1291235,1,0,1,0,0,1,0,,
USR1291236,1,1,0,1,0,1,0,,
USR1291237,1,0,1,1,0,1,0,,
USR1291238,1,1,1,0,0,1,0,,
USR1291239,1,1,1,1,1,0,0,,
USR1291240,1,1,1,1,1,1,0,,
USR1291241,1,0,1,1,1,0,0,,
USR1291242,1,1,0,0,1,1,0,,
USR1291243,1,1,0,0,0,1,0,,
USR1291244,1,1,0,0,0,0,0,,
USR1291245,1,0,0,1,1,0,0,,
USR1291246,1,1,1,1,0,1,0,,
USR1291247,1,0,1,1,0,1,0,,
USR1291248,1,0,1,1,0,1,0,,
USR1291249,1,1,0,1,0,0,0,,
USR1291250,0,1,1,0,0,0,0,,
USR1291251,1,0,1,1,0,0,0,,
USR1291252,1,1,1,1,0,1,0,,
USR1291253,1,0,0,1,0,0,0,,
USR1291254,1,0,1,1,0,1,0,,
USR1291255,1,1,0,0,0,0,0,,
USR1291256,1,1,1,0,0,1,1,CMP125838,1825.41
USR1291257,1,1,1,0,0,1,1,CMP138699,2302.38
USR1291258,1,0,1,0,0,0,0,,
USR1291259,1,0,0,0,0,0,0,,
USR1291260,1,0,0,1,0,0,0,,
USR1291261,1,0,0,0,0,0,0,,
USR1291262,1,1,1,1,0,1,0,,
USR1291263,1,1,1,1,0,1,0,,
USR1291264,1,0,0,0,0,0,0,,
USR1291265,1,0,0,0,0,0,0,,
USR1291266,1,0,1,0,0,1,1,CMP209021,2909.08
USR1291267,1,0,1,1,0,1,0,,
USR1291268,1,0,0,1,0,0,0,,
USR1291269,1,0,0,0,0,0,0,,
USR1291270,1,1,0,1,0,0,0,,
USR1291271,1,1,1,0,0,1,1,CMP162905,4803.73
USR1291272,1,1,0,1,0,1,0,,
USR1291273,1,0,1,0,0,1,0,,
USR1291274,1,1,0,1,0,0,0,,
USR1291275,1,1,1,1,1,1,0,,
USR1291276,1,1,0,1,1,0,0,,
USR1291277,1,0,1,0,0,1,0,,
USR1291278,1,1,0,1,0,1,0,,
USR1291279,1,1,1,1,0,1,0,,
USR1291280,1,0,1,1,0,0,0,,
